,att_all_ave,att_AD_ave,att_SCZ_ave,att_dat_ave
Oligo:RUNX1 -> SRGAP2,0.006739125437288411,0.02301194534226483,0.011661640004350484,0.006469892137207228
Oligo:RUNX1 -> SLC2A5,0.05215169313111155,0.03905889493736473,0.033725040559153895,0.10406786060057854
Oligo:FLI1 -> CARD8,0.1551099304296101,0.23895215961203256,0.08275283995291362,0.19449194424259408
Oligo:IKZF1 -> RCSD1,0.12228446290600357,0.6234527247619405,0.2506427045598377,0.0398615372676551
Oligo:IKZF1 -> VAV1,0.34088972830690356,0.6313609642443346,0.25348885900689605,0.3232977782378613
Oligo:RUNX1 -> APBB1IP,0.8560908857780668,0.5766364804844226,0.3479810647225564,0.7391336583609982
Astro:TCF7L1 -> CACHD1,0.0004360525059544054,0.0064087661120940335,0.0016044176966481432,8.405368365020034e-05
Micro:TAL1 -> BLNK,0.1486586779640314,0.10140315249002747,0.04176446407256993,0.34012082878829575
Micro:IRF8 -> TLR1,0.9135864270294647,0.6239816079013043,0.7227202234022188,0.8221068412859829
EN_L5_6_NP:ERG -> CALCRL,0.8789827122756122,0.44630848458043215,0.3817468613760949,0.5074925531582233
Oligo:RUNX1 -> ARHGAP25,0.5598472093966979,0.51867195379082,0.21847974548780477,0.8619019186346359
EN_L5_6_NP:ERG -> IFNG-AS1,0.94124442693453,0.6692547372271955,0.646903335677899,0.6997883479674423
Oligo:ETV6 -> PIK3AP1,0.005561789725817853,0.6322601572037676,0.41894939005538134,0.0021364807283379395
OPC:ZEB1 -> SEMA5A,2.5872386744025906e-05,0.0004542853987270657,3.490825847735024e-05,2.613781122814961e-05
Oligo:RUNX1 -> AOAH,0.04933139349760462,0.07195726842559379,0.03451774402376704,0.0745387588631696
Oligo:RUNX1 -> SUSD6,0.05633526961120717,0.19915106576931138,0.04589850350870848,0.04263456444567673
Oligo:FLI1 -> RGS10,0.04922722347580057,0.05889469292464954,0.05222412524905752,0.13937710665679692
Oligo:RUNX1 -> SYK,0.03402289950062033,0.04080358334320932,0.016330670129745723,0.07891651873771108
Oligo:FLI1 -> RIN3,0.6360589493856332,0.9406001976493308,0.2879802668308951,0.7418467258548198
Oligo:FLI1 -> BMP2K,0.003327371717923753,0.02389703265690473,0.02148426630777947,0.0007916576152331781
Micro:IRF8 -> CARD11,0.6895997725185966,0.36554849353236507,0.2562735242183492,0.75540719157359
Oligo:IKZF1 -> IL18,0.17072834097605272,0.10338899876033612,0.2317969140571958,0.27231481902571203
Oligo:IKZF1 -> SRGAP2B,0.19095295570118417,0.5858219085027787,0.3106314008513137,0.08765624172622284
Micro:IRF8 -> SCIN,0.2758605037058699,0.14503742829691987,0.11605580304683485,0.5378230998243059
Oligo:RUNX1 -> SORL1,0.17150767446440343,0.1275259907244719,0.25141869787625776,0.227478305226719
Micro:IRF8 -> CD53,0.7749638745309385,0.7177981634906584,0.7120224479051914,0.8756694428480774
Micro:TAL1 -> LY86,0.951895203869904,0.3426084828761303,0.18916791272674313,0.4007154912723391
Oligo:FLI1 -> MS4A6A,0.9959188277000737,0.5099814588030925,0.7302736554304338,0.5638875003874931
EN_L5_6_NP:ERG -> LEF1,0.16613067004077883,0.17915930642665337,0.15860983606596843,0.17950764153083548
Oligo:RUNX1 -> WDFY4,0.9022859574603337,0.7299706675350263,0.7625954736172662,0.5789472642100125
Micro:REL -> IKZF1,0.9680497379067665,0.42870705855618885,0.26780409811746925,0.5954735492020846
Oligo:RUNX1 -> RCSD1,1.4219380715991895e-05,0.000313081206958141,1.095418652431071e-05,4.93986438284872e-05
OPC:SOX6 -> VCAN,0.2684041078573401,0.3314718456438809,0.26566443644118387,0.3125126154053915
Immune:RUNX3 -> MCTP2,0.33012004694976693,0.2036697295046107,0.16414196514364196,0.8117774143867589
Micro:IRF8 -> MYO1F,0.28168926954416046,0.07808806379735095,0.128770860264004,0.6612114507990168
Immune:RUNX3 -> IQGAP2,0.26000965477119753,0.9572228715331644,0.11516225855436459,0.34736185441930545
OPC:RXRA -> KCNIP1,0.5912609701996752,0.6913706536225309,0.46168841419236717,0.7107265776186003
Oligo:FLI1 -> MAP3K8,0.41428934460732114,0.32915954139246817,0.2245729454417382,0.6550209397360479
Oligo:RUNX1 -> TBC1D14,0.16030837689785327,0.20063628025785418,0.1838007172682101,0.17657589740619994
Oligo:IKZF1 -> LY86,0.03630156839078284,0.07253308794925241,0.028560700705159873,0.040053862867414615
Astro:TCF7L1 -> ACSS3,6.172371110177111e-07,0.0029226686330034936,2.2709865466323888e-05,5.902081893611416e-12
Astro:TCF7L1 -> GLI3,2.2850521507800963e-05,0.0020407827235505932,0.0005115081838414326,2.688567802749877e-07
Oligo:IKZF1 -> SLC2A5,0.2678894180996921,0.4205724270837402,0.4643883454494746,0.2348852536988998
Oligo:FLI1 -> STK10,0.014923633759554703,0.061229720344882325,0.01673765776527964,0.00858538238474775
Micro:IRF8 -> ATP8B4,0.3384655781118323,0.30785031923187156,0.16449482727951636,0.5294469628898655
EN_L5_6_NP:ERG -> FER1L6-AS2,0.047724102943082915,0.2536770058930994,0.24524157236357633,0.004815045345741854
Micro:NFATC2 -> FGD2,0.13221652335109244,0.3721761635288169,0.2752961772424498,0.17421513146574816
Micro:NFATC2 -> PIK3R5,6.663676752426778e-05,0.3686735652337232,0.022680134833976396,5.875091970281294e-05
Oligo:IKZF1 -> HCLS1,0.018962246563489743,0.026931980433933377,0.005051467006007742,0.05381935913547506
Oligo:FLI1 -> TGFBR1,0.32858939698993306,0.43673858356181916,0.3464223743377536,0.3058585942503015
OPC:ZEB1 -> NTNG1,0.042562786412993006,0.08059831098260159,0.01464008773076306,0.09881231173236345
Astro:JUNB -> JUN,0.6302957016988482,0.816437872530499,0.6897812821225013,0.45164293114683174
Oligo:FLI1 -> MERTK,0.9687230455693703,0.4722574381344312,0.9670518718362344,0.7464024075574582
Oligo:IKZF1 -> SFMBT2,0.48015797223137413,0.7648127672362006,0.4221355552036603,0.40038966332157233
Astro:TCF7L2 -> CDC14A,4.000889755803291e-06,0.002596684009595478,0.00039929000523443036,5.4103473138220484e-08
Oligo:FLI1 -> CD74,0.5186524933619812,0.1527829764974772,0.07367539158504037,0.764501361490096
Oligo:FLI1 -> VAV1,0.1672600772811388,0.30180330281547957,0.1199257301843067,0.1820151676746775
Oligo:FLI1 -> LYN,0.7623765497543424,0.9187408751076857,0.822538462547434,0.6803834086842535
OPC:ZEB1 -> PCDH15,0.004495086718188306,0.012436737185691523,0.0018799256319590525,0.01489915824441652
Immune:RUNX3 -> SYTL3,0.20220461188756714,0.11362000489358817,0.11517552030201433,0.5895942083248535
Micro:IRF8 -> BHLHE41,0.31813406821087026,0.07240671540840878,0.051280096579483674,0.884711408757012
Oligo:ETV6 -> ABCC4,0.16766209475307023,0.8248137325572651,0.7742781671480502,0.03625345350777959
Immune:RUNX3 -> SKAP1,0.05877797163069948,0.06233674941013041,0.024944546484953027,0.21031055284138594
Micro:NFATC2 -> DOCK2,0.1869719328017752,0.34734104786184405,0.30206144824228304,0.2238633704984126
Oligo:RUNX1 -> PLXDC2,0.22071949184265463,0.42751692864641344,0.2652735210438772,0.15461098545111968
Oligo:RUNX1 -> SAMSN1,0.05693581223986148,0.010871673966169703,0.00834560938803423,0.26207066511087457
Oligo:FLI1 -> SMAP2,0.0423062237971809,0.2270866069387399,0.06319376115142772,0.037914906296950275
Oligo:ETV6 -> LYN,2.5097350685424436e-05,0.10617237627682923,0.07634403500595183,7.532357618781437e-07
Oligo:IKZF1 -> ZNF710,0.048940367653824104,0.06372131410898065,0.11353076097774496,0.047767388391056695
Astro:TCF7L1 -> SYTL4,1.3828769922577962e-05,0.002117334100659784,0.0001277405948292556,2.004892923822502e-06
Oligo:IKZF1 -> GPRIN3,0.06527267229163114,0.20166813884210605,0.12587810156409585,0.0454529420300207
Oligo:FLI1 -> GNB4,0.005849348379958437,0.003829088437790986,0.0023747935835639047,0.021041690833515196
Oligo:FLI1 -> IL17RA,0.24067235276718546,0.29766575596391054,0.1453865828391589,0.3415739572209814
Oligo:FLI1 -> APBB1IP,0.09227792176510383,0.03242145168892726,0.02335525231827045,0.3099217739606977
Endo:GATA2 -> MECOM,0.10571156944511216,0.2513516893191135,0.3323066388720991,0.11673986739340093
Micro:REL -> CLEC7A,0.11437517383303317,0.5093721848068531,0.48918566807932773,0.040777913169421566
Micro:IRF8 -> RGS10,0.9664221497606935,0.7787250079808521,0.47778214907953576,0.6449283783304396
Micro:IRF8 -> CIITA,0.15030843614203349,0.34872651660573795,0.2603312893322956,0.2092942619217167
Micro:TAL1 -> HCLS1,0.21289091918342862,0.2869313711609625,0.501040776285808,0.19219036563382688
Oligo:RUNX1 -> SP100,0.8578064423739942,0.4839829328818359,0.5612570453370446,0.7852586893712601
Oligo:FLI1 -> PTPRC,0.49264487520927747,0.6251174711290787,0.6494042148203063,0.4816209938209369
Oligo:FLI1 -> P2RY12,0.09875330281291461,0.14383537857195253,0.05162670773732727,0.1530820950947638
Astro:TCF7L2 -> PLSCR4,0.001409220650841808,0.0431931937833743,0.01937190488061775,4.1362462370294024e-05
OPC:ZEB1 -> SULF2,0.004291277236185109,0.019613568092531754,0.006382665379845649,0.00241748356351532
Oligo:RUNX1 -> RGS10,0.44704619808302337,0.920789882885809,0.8036411191996354,0.21570603672676128
Oligo:IKZF1 -> PIK3AP1,0.6200609089485734,0.582718238497965,0.717582118883954,0.6598526185709352
Oligo:RUNX1 -> ALPK1,0.00010407042133383506,7.804528418618476e-05,0.00013088553382254722,0.0002641332625050199
Astro:TCF7L2 -> SLC1A3,5.721844706492765e-07,0.0037061470498935454,0.00022136463289449952,1.681556677614167e-08
Astro:TCF7L2 -> PDGFC,1.7629430777030149e-06,0.0021506973420817345,0.0005051335212692388,1.247132140538383e-08
Oligo:ETV6 -> SAMSN1,0.7743742442660428,0.020684335860833132,0.05357924493876425,0.3198296513079356
Oligo:RUNX1 -> CPED1,0.03432825910198127,0.017655640062903735,0.050999769040698445,0.07023518746870408
Oligo:RUNX1 -> MAF,0.3986781216247143,0.5969725759816524,0.6296938706461176,0.3074648193046638
Micro:IRF8 -> TLR2,0.4784970443481591,0.49720730998534524,0.41998738940224356,0.5692614461018702
Oligo:IKZF1 -> MGAT4A,0.05583795431837655,0.2982627585575427,0.10076391752966501,0.015800413623870687
Oligo:IKZF1 -> LINC01141,0.46137292715753553,0.7638042948114052,0.3676423858368182,0.38118215112847764
Micro:IRF8 -> TBXAS1,0.2530954417631389,0.07700267284968917,0.44689002704402536,0.3510274609924062
VLMC:FOXC1 -> EBF1,0.25810664609398154,0.5788787486757192,0.5787405266876997,0.17594493000512865
Oligo:IKZF1 -> CARD11,0.8935601784460688,0.8040000644335075,0.8878773380322527,0.9638951452701343
Oligo:FLI1 -> SAT1,0.05479512508984413,0.16280309567825071,0.03288100647084965,0.06152311108477001
Oligo:FLI1 -> SYK,0.7728327761964195,0.7181614691208864,0.5169274042263048,0.9651903813744069
Oligo:IKZF1 -> BMP2K,0.030385124008833975,0.196759755885513,0.11050194130906543,0.0061745900650069
Endo:MECOM -> LEF1,0.9214486839707019,0.3105349011561312,0.5305254851786496,0.9632777355056305
EN_L2_3_IT:SRRM3 -> UNC5D,0.24742265980404027,0.19070403494058039,0.21199555292182745,0.3813544153518117
OPC:SOX6 -> ADAMTS17,0.1020534200902713,0.2094670254159809,0.19130992224568694,0.08115781307381906
EN_L2_3_IT:SRRM3 -> SHISA9,0.7082797582110156,0.8638664842872226,0.9120490437941599,0.37166592385099506
Micro:TAL1 -> CD74,0.02681202327742451,0.21752915935653566,0.04312452024984475,0.026887928313999044
Oligo:FLI1 -> SKAP2,0.036772546394248505,0.08941311749741512,0.05226983058163673,0.024999746671321554
Micro:IRF8 -> IKZF1,0.34266824018535613,0.12715490891151468,0.23227207641960937,0.6450377599728374
Oligo:RUNX1 -> GRB2,0.020217774121730675,0.007769615873535179,0.04611112098383074,0.04797066875093477
