,AD:att_all_ave,AD:att_AD_ave,AD:att_SCZ_ave,AD:att_dat_ave,Control:att_all_ave,Control:att_AD_ave,Control:att_SCZ_ave,Control:att_dat_ave
Oligo:FLI1 -> SH3TC1,0.0727265150300957,0.05398305688627965,0.04905892400634296,0.0939320396138801,0.07157393297012127,0.06474102466655365,0.05570591342010734,0.08292439689691207
Endo:GATA2 -> ERG,0.006374318817724509,0.0011510525672881668,0.002506641394155814,0.01091979065472706,0.03435994712429511,0.017273343674924693,0.011288168744883177,0.054439138038686316
Micro:IRF8 -> KCNK13,0.055864577807189154,0.025820156348041908,0.026454241109739596,0.08559195688548756,0.04638417454722156,0.02839444670860157,0.03060553584662397,0.06326835781683036
Oligo:FLI1 -> GPCPD1,0.12534441474643412,0.10981672440099985,0.1031167226557582,0.14422210596448923,0.15579334098394068,0.13776084969672314,0.13254489357625907,0.17643381033139025
Oligo:FLI1 -> DISC1,0.0800450959844044,0.06195958054646476,0.06061003789651658,0.09880538274731816,0.12653485033233794,0.10835754789290375,0.09902752759216049,0.14937716292214373
Oligo:IKZF1 -> FAM149A,0.06283092513063364,0.05120882332281253,0.048271686252856015,0.07592159547343302,0.08333593509946947,0.07732527518752114,0.07598195258486835,0.0900182563127442
Astro:FOXO1 -> LINC00598,0.18447629737920374,0.1584475991508189,0.18079194965787757,0.19933282035405928,0.07511211329677342,0.04518708579522737,0.05765201267906757,0.09880467735639936
Oligo:RUNX1 -> DLEU1,0.07078436718273738,0.056281181015832626,0.05952350118647186,0.08366639326432253,0.1084125769297973,0.09593261523867204,0.09787115801270048,0.11992326723390831
Oligo:FLI1 -> SAMSN1,0.04557211427790989,0.03745763630261533,0.03284737600085194,0.05599172240408617,0.04040594906791677,0.024030533381129423,0.024593202731827673,0.05650003007935502
Astro:TCF7L2 -> ATP1A2,0.0959080097511286,0.05385485251718857,0.06974144828777917,0.1300178690997733,0.06264671756975938,0.03421427041516382,0.047806254049680204,0.08428317290709676
Oligo:FLI1 -> HERPUD1,0.08273654342274121,0.06846943634341852,0.055622102311889896,0.10342731751782826,0.16972775738999318,0.16278618733510528,0.15864465604923858,0.17874009308781444
Oligo:IKZF1 -> A2M,0.06136230701134123,0.056630643815348755,0.04896213412866268,0.06992822505067674,0.07445489389964041,0.06398328733062426,0.06427041714468737,0.084782935561625
Oligo:IKZF1 -> SRGAP2C,0.07558425784144462,0.07358560532847822,0.06539750117790308,0.08167696242969862,0.09846528145591699,0.0738540690704468,0.07971832392033479,0.1201443664164432
Astro:TCF7L2 -> PARD3B,0.12290635177853396,0.08239482524833162,0.10472769373356196,0.15225144406612107,0.053467384104511274,0.029796956890396367,0.04229190897163361,0.07089033527800755
Oligo:RUNX1 -> SLC11A1,0.06353416875299107,0.04901049871870476,0.0477264243052141,0.07869987599402276,0.05947961655785673,0.04822371588999697,0.04458584957583354,0.07255445038279822
Oligo:TCF12 -> KCNH8,0.05578601784104121,0.032270732591699505,0.03545216832038499,0.0777105852260402,0.03864769786398035,0.021311123307839984,0.020252032658408213,0.05651381774483659
Oligo:FLI1 -> TBXAS1,0.05252743973136288,0.03929440729544201,0.035519446742733926,0.06764795244363779,0.07579594092677246,0.06237539525102601,0.06525943584625876,0.08777446630490257
Astro:FOS -> JUNB,0.06835106401817122,0.051588296890939675,0.053401125374928214,0.08420741690340851,0.08654422723694684,0.07593361851857118,0.0685871211916942,0.100828084618761
Oligo:ETV6 -> MYO1F,0.04348008345939418,0.014007108130605735,0.01745869727907149,0.07122726421394977,0.023073335995248384,0.024910280517375063,0.012553041908693602,0.027415010777462456
Micro:IRF8 -> SLC2A5,0.038564573409067014,0.015695313583908722,0.016040834203351638,0.061261072924503855,0.05047598458712211,0.033633243737877634,0.03360771587729792,0.06733148936665648
Oligo:SOX10 -> ATP10B,0.0575345247827242,0.031211485995541376,0.03678819517070231,0.0810692089823266,0.02335101110979918,0.007755000168528446,0.009171812659074375,0.038238615805796974
Oligo:RUNX1 -> A2M,0.05912725459229406,0.056415582180780965,0.04566693910943754,0.0672132485394789,0.06260070688622738,0.0598445194203151,0.054465610365364445,0.06804634887961497
Micro:IRF8 -> P2RY12,0.03861802439759021,0.013352639072341844,0.016096624133977045,0.06251141719202101,0.04206429774864216,0.02363649320604029,0.024268339211544806,0.0601761792884918
Oligo:FLI1 -> ST6GALNAC3,0.15110556677576073,0.13355556937239585,0.12089000260137395,0.17498834756463663,0.20026260524847905,0.1909137009933361,0.1864386773357411,0.2118490213324195
