,AD:att_all_ave,AD:att_AD_ave,AD:att_SCZ_ave,AD:att_dat_ave,Control:att_all_ave,Control:att_AD_ave,Control:att_SCZ_ave,Control:att_dat_ave
Astro:SOX5 -> PTPRZ1,0.051301627957537205,0.0231918886657008,0.023398007295878064,0.079308307934285,0.03246665807970611,0.01103671977977823,0.012790322346281587,0.05301979509638233
Oligo:IKZF1 -> PLA2G4A,0.05244958094368575,0.0476285262791995,0.038086401649291425,0.06204169792312604,0.10344460120416477,0.09311137610834866,0.08766702826806481,0.11650000022012282
Oligo:IKZF1 -> AOAH,0.052890500292051404,0.04315233705792142,0.040656354902369664,0.06387665460395729,0.06665004264567234,0.05685099862314202,0.052918508453639136,0.07841533175295415
OPC:ZEB1 -> ZEB1-AS1,0.12462062017667097,0.1376355165573399,0.1264175268458053,0.11721471865176936,0.04930201322351399,0.01974761620694,0.027897220151115988,0.074781608268
Oligo:FLI1 -> ARHGAP15,0.058894247473756364,0.045857003796530287,0.04448742512781451,0.07261628048534036,0.065586823479605,0.046716283347965314,0.07317081726061098,0.07123009665492186
Oligo:RUNX1 -> RIN3,0.03858762854981259,0.025185122189336558,0.025585416979972023,0.05178998751497093,0.06868175460429583,0.0611999207937919,0.05686670699006241,0.07833019531666452
Micro:TAL1 -> CSF1R,0.0307797687262253,0.015668398012050777,0.01491842703316595,0.04626612492984226,0.020729984598458248,0.005121684895384114,0.00694196829648723,0.03542814260098085
Oligo:RUNX1 -> LPCAT2,0.05870685783775751,0.045507639570324,0.04504467072407872,0.07213756052831367,0.10500993670051632,0.09382879456143468,0.09396352289625859,0.11612371467218603
Oligo:IKZF1 -> PAG1,0.0937908704124082,0.09028737339103142,0.07837326722471892,0.10325142051694126,0.07365872387690553,0.05382198447970646,0.05304020719943905,0.09388635191423833
Micro:IRF8 -> PTPRC,0.03362357276971461,0.005854026365805159,0.015325115666048474,0.05665757452350244,0.027575794894839644,0.011625941066409542,0.020781498924705686,0.03894786979412168
OPC:ZEB1 -> DISC1,0.07526545502398582,0.04269793181382476,0.09907670373987863,0.07964359227111995,0.02441368782917472,0.004845864076773983,0.01579696419966462,0.03850596152013014
Oligo:IKZF1 -> ITGAM,0.08633852253352053,0.07505365925988748,0.06864915327068848,0.10082563880175312,0.09042040104913746,0.06880419641240952,0.06615943223863256,0.11335898777275388
Astro:TCF7L2 -> EYA2,0.13653613709792842,0.11026908930804584,0.12075828128677212,0.15755858889844795,0.05522114227535404,0.02455631778672439,0.03562003469134399,0.08035410831167387
Oligo:RUNX1 -> FLI1,0.03522263824601727,0.014934147445378606,0.03358042867012953,0.0461879884342805,0.04400457743712864,0.022399771502573957,0.05828381141680127,0.047667363414569695
Oligo:IKZF1 -> RUNX1,0.03767923808601016,0.013843805505078981,0.038336598217354946,0.049268274310803384,0.03380901058313576,0.015396498246964686,0.035560846490564235,0.04213934879750712
Oligo:IKZF1 -> PALD1,0.034255290498844855,0.024441221643350126,0.02185165287252432,0.04536414373975253,0.0384793965954024,0.028096013666380586,0.021443143814952506,0.05218921445013826
PC:HES4 -> NOTCH3,0.00573133520883613,0.0015888556307551561,0.0033183181624628698,0.00900908352106328,0.007400975567598593,9.150435748717203e-06,3.1188502314691397e-06,0.014795816492207133
Oligo:FLI1 -> IKZF1,0.0343048456411214,0.016327895552686118,0.01908164237097238,0.050904922320413604,0.04879261856874622,0.033420392903934726,0.03394172784243287,0.06390417676430867
Micro:TAL1 -> PLCG2,0.033982529397140554,0.023902913095700667,0.011837195400728903,0.05009500454606635,0.03682225925541208,0.016198943104771508,0.02021674564171949,0.055436674137578704
Oligo:FLI1 -> C22orf34,0.142376746714747,0.1302441001355818,0.11209715141841635,0.163582867652495,0.1336458815456511,0.12351604743078595,0.11675744959958045,0.14715501457611907
Astro:TCF7L2 -> NHSL1,0.1522803614935825,0.1123900706627527,0.12015079625974186,0.1882902895259177,0.06232785980589143,0.03195728628097136,0.046153201914222994,0.08560047551418572
Oligo:FLI1 -> SLA,0.06027178188501714,0.043158483884994915,0.04007382068721911,0.07892741148392728,0.0939956073271044,0.0822238358155485,0.08418190024512598,0.10478834662387156
Oligo:FLI1 -> CARD11,0.05605745524538074,0.04870413332457316,0.04124863858348946,0.0671385245367302,0.04917505101910473,0.03769575480796692,0.03754068398687797,0.06073188264078708
EN_L5_6_NP:ERG -> SLC2A1,0.1061582618188773,0.10100958167476459,0.09838743099672405,0.11261801730201028,0.21643682587758686,0.21209136331126022,0.18946104526228505,0.2320974474684012
Oligo:FLI1 -> PRKCH,0.09606152152745807,0.08622159002381968,0.07614879120506808,0.11093785244047233,0.11817402787037579,0.10136189808072466,0.09344296170547522,0.13894562584765158
Oligo:FLI1 -> ARHGAP22,0.0779915021912773,0.06973327301097244,0.06583150205704347,0.08820061684854666,0.09173933822171088,0.07208769769593786,0.06199572377630158,0.11643696570730205
Oligo:RUNX1 -> BHLHE41,0.05369592113344651,0.03229216480760394,0.03477555083562088,0.07385798444528065,0.06623827552110971,0.04911563512195735,0.04764833840088484,0.08409456428079835
PC:TBX15 -> SLC6A13,0.043441790000640405,0.03819191882909288,0.051401328343011365,0.04208695641522872,0.01567011055435554,0.004734502061935911,0.005604062735563882,0.026170938709961213
Oligo:FLI1 -> NFATC2,0.03608509643126249,0.013146363916209472,0.012540013310347339,0.05932700424924661,0.0494528370940737,0.036285147882847445,0.039811961839891025,0.0608571193267782
Oligo:RUNX1 -> TGFBR1,0.05607888698621738,0.04044563101333157,0.039624707596759276,0.07212260466738936,0.04624480630544372,0.030817390491880522,0.034032400159775614,0.06006471728505937
Oligo:ETV6 -> FGD2,0.04933665206706276,0.02132896775160639,0.01983716260821361,0.07809023895421556,0.013140623066711828,0.003830244441264741,0.00535755887338244,0.021687344476100094
Oligo:IKZF1 -> WDFY4,0.04783846956504392,0.03859694151200455,0.03223212809323594,0.06026240432746763,0.05564777637663731,0.04126994244523453,0.04165256796650709,0.06983429754740388
Micro:TAL1 -> PALD1,0.03886560471713882,0.022462384039735522,0.020095547320457912,0.05645224375418093,0.027627006008794724,0.0060725439045416505,0.009079534085387463,0.04767797302262491
EN_L2_3_IT:SRRM3 -> NYAP2,0.0771545501440062,0.09796414982006894,0.0765003414891797,0.06707685463338807,0.05268480737493382,0.0200856863370764,0.014618477602848928,0.088017532779905
Oligo:RUNX1 -> KCNK13,0.07637196896772752,0.061515361965073685,0.05831160161723291,0.09283045614430176,0.08379153800267056,0.06770259184690842,0.06797855021881419,0.0997425049724798
IN_PVALB:ZMAT4 -> EPHA3,0.014369767274800358,0.00124476312544346,0.004264193410147042,0.025985056281805485,0.008101419969157411,0.000343960597291623,0.0006370176325021886,0.015712350823417934
Oligo:ETV6 -> SKAP2,0.04807180788776367,0.014095840723457733,0.01988572177280694,0.07915283452739506,0.05365974053911877,0.04073759845548261,0.04528128166568655,0.06431004101765293
Oligo:ETV6 -> C3,0.048375783263146566,0.016272292175110982,0.01886690941081956,0.07918196573332789,0.03483737862675048,0.028382292712807542,0.022531029578813106,0.044218096107690646
Oligo:FLI1 -> CTSC,0.08342901144878179,0.07089792166000496,0.0645355972089407,0.09914126346309077,0.17750231636585292,0.16141948335410997,0.16167046499599436,0.19345965855665373
Oligo:RUNX1 -> ETV6,0.07781811301203521,0.054026710578792166,0.09489097863301667,0.08117738141816602,0.11503363484491252,0.0863240635298088,0.1136021478860414,0.1301041639819
Micro:IRF8 -> NFATC2,0.03689371442552024,0.0065449204525726895,0.034326616968169195,0.05335166014066958,0.03186703698234015,0.004497137795563737,0.03232577992577628,0.04532261510401032
Micro:IRF8 -> DOCK2,0.043085372369729924,0.024106755562806472,0.02667035831860351,0.06078218779875488,0.02629513255729205,0.014155670449065244,0.015774929720676747,0.03762496502971317
Micro:IRF8 -> CD84,0.057032226364713653,0.029434198485278885,0.029685385565855617,0.08450466070386009,0.019637146598761257,0.010239130020461758,0.013510986423028603,0.027399234975777377
Astro:TCF7L1 -> YAP1,0.17599502748993573,0.16518807412149458,0.18715718639420317,0.1758174247220226,0.03565461429907508,0.01663065308967776,0.020127874414721046,0.05292996484595076
Oligo:RUNX1 -> TBXAS1,0.04394968968022066,0.028246388348877532,0.02882778164190338,0.0593622943650509,0.062364080775910276,0.05414939014951321,0.05793735989463478,0.06868478652974662
OPC:ZEB1 -> PTPRG,0.11613878060173272,0.13236769077205893,0.1199063720585955,0.10614052978813825,0.040733607891173806,0.02323013237051892,0.025972214554082693,0.05686604232004683
Oligo:ETV6 -> APBB1IP,0.03780249266535312,0.012110040410736836,0.012088096647269819,0.06350591680170294,0.017946675362555016,0.013133132358892768,0.011248449276208033,0.023702559907559657
Oligo:RUNX1 -> ABCC4,0.0661716248722785,0.05011887371701052,0.052814074479033704,0.08087677564653488,0.06886954813667556,0.05480690738667054,0.05723996811238246,0.08171565852382467
Oligo:FLI1 -> IL10RA,0.1084780011313111,0.09642385198069668,0.0893089943878574,0.12408957907834517,0.15668832488839055,0.11874198944503915,0.11949182126718572,0.19425974442066862
Oligo:RUNX1 -> VAV1,0.0563601118212692,0.04150004599877555,0.03980288095419367,0.07206876016605385,0.08529595109475571,0.07441906904034332,0.07211108367466817,0.0973268258320057
Oligo:RUNX1 -> LPAR6,0.06541326377427786,0.05381534653490264,0.049518343276717704,0.07915968264274556,0.08192297499768426,0.07572144489879015,0.07206556254904127,0.0899524462714528
Astro:TCF7L2 -> BMPR1B,0.14807049776276388,0.11258957227313804,0.1322217432012219,0.17373533778834774,0.03783992986525589,0.01751025840868319,0.02472551283006096,0.05456197411113974
Oligo:FLI1 -> ATP8B4,0.04024493759487617,0.02010438764182633,0.020594188299472436,0.06014058721910298,0.06742865215418925,0.04845334015932011,0.05450871948763638,0.08337627448490026
Oligo:ETV6 -> CPED1,0.054116708524335054,0.02011775025356461,0.027672071139095564,0.08433850635234004,0.019096157950067458,0.006044169302812931,0.01640947884795308,0.026965491824751935
Micro:NFATC2 -> RREB1,0.03353091094076972,0.009538856074482745,0.014360965398950988,0.055111911144822605,0.06289635335709612,0.023639807407089576,0.10881931352167828,0.05956314624980833
Oligo:ETV6 -> CD74,0.040007591499414616,0.010958107721529576,0.011648445792576838,0.06871190624177603,0.026523135824351517,0.014773477676858692,0.014865875144418837,0.038226595238064286
Oligo:FLI1 -> BLNK,0.042183992882542834,0.024315817495560766,0.02452038692377866,0.05994988355541597,0.05549944571753319,0.040739989870265135,0.044887168557374936,0.06818531222124638
Oligo:FLI1 -> MAF,0.04590238848536925,0.034755132515990786,0.03231712297049687,0.05826864922749468,0.06252102931443781,0.03913017371285556,0.037284034405125406,0.08683495456988514
Micro:TAL1 -> SLCO2B1,0.03112479840940514,0.010883952747591257,0.008851737167488242,0.052381751861270566,0.04582114734226396,0.0286119102973086,0.03687651394387799,0.058898082563934674
Oligo:FLI1 -> PLCG2,0.07434574245088806,0.05688194019561331,0.054595082930293366,0.09295297333882278,0.06686337004880885,0.0505141529354304,0.05337778099350396,0.08178077313315056
Oligo:TCF12 -> PLD1,0.07859774106939134,0.04745013605704615,0.05303919122116922,0.106950818499675,0.03225482899058786,0.023118745233328252,0.018807632488131946,0.04354646912044564
Oligo:FLI1 -> TBC1D4,0.1591524040404527,0.13634908885120375,0.12863073327756538,0.18581489701652085,0.18030826239161604,0.1553892161836499,0.14806172020330613,0.20889105658975404
Astro:JUN -> FOS,0.03800169661156997,0.018058655964043963,0.02454346843964957,0.054702331021293196,0.062136972538356414,0.04135108376905272,0.0406468181516175,0.08327499411637777
Immune:RUNX3 -> ETS1,0.039903149451957186,0.03423595396068486,0.026865797193531403,0.049255423326806276,0.021282113846376138,0.018774533086719964,0.001425072372644967,0.03246442496306984
Micro:IRF8 -> LAT2,0.07517454773403699,0.04563494220173002,0.04271325847777205,0.10617499512832297,0.051710279650910546,0.029256671322822093,0.029543443043062414,0.07402050211887884
Micro:IRF8 -> CX3CR1,0.06424395651761608,0.02669148513593071,0.03364431095945403,0.09832001498753981,0.04620436920374001,0.03336013038158568,0.03667872431311635,0.05738931106012906
Oligo:IKZF1 -> ATP8B4,0.04280195751804541,0.0308293924711488,0.027822207734430525,0.05627811493330117,0.04121980192218082,0.029002440698464964,0.03227299099971522,0.051801887995271544
Oligo:IKZF1 -> CIITA,0.053029136792619586,0.03892133031260296,0.04070452720845251,0.06624534482471146,0.0662182193243761,0.03907421564585262,0.04469544037559834,0.09055161063802676
OPC:ZEB1 -> COL9A1,0.10671312334069463,0.09269149877294951,0.10466525441290345,0.11474787008846282,0.04333787171458521,0.03232645920997985,0.033207628686839595,0.05390869948076073
OPC:BACH1 -> GRIK1,0.06080656918434513,0.05435459100669544,0.04782052437923133,0.07052558067572685,0.018661441197221032,0.0019809980748055184,0.0038750638112151127,0.0343948514514318
Micro:IRF8 -> SAMSN1,0.0336289869480189,0.008276652337800887,0.008514242253775842,0.05886252660024943,0.040703315608982986,0.026763641346399032,0.032616020740500094,0.051716800174516415
Micro:TAL1 -> DOCK8,0.024165474750612127,0.011285215483366418,0.014915020068626226,0.03523083172522795,0.02947627830545731,0.008765863367018829,0.01572779672252481,0.04670572656614284
EN_L6_IT_2:CUX1 -> MCTP2,0.08258861951903415,0.11467681491310956,0.07892796942623384,0.06837484686839661,0.029404474119861832,0.015269667056217805,0.019053457427985622,0.04164738599762198
Oligo:ETV6 -> FAM149A,0.05905376074669849,0.024996871381139964,0.0329591580631469,0.08912950677125357,0.03848150268611677,0.029222669304229808,0.029849983183577344,0.04742667912832998
Oligo:FLI1 -> ABCC4,0.08479260659360288,0.07059897999121213,0.06543043873837266,0.1015705038224134,0.09000600811309623,0.06957129281211086,0.06777976243513655,0.11133648860256876
Oligo:IKZF1 -> PIK3R5,0.04937311970395458,0.028811898441831324,0.030668104332077444,0.06900623802095479,0.058048448494610834,0.05433655993295287,0.05269585514466264,0.06258068945041392
Oligo:ETV6 -> LHFPL2,0.05441791317178418,0.028591570958920655,0.029402415796832865,0.07983883296569161,0.024159515304707332,0.01626020693366032,0.01635127881482687,0.03201328773517107
Oligo:IKZF1 -> SP100,0.03538384113919502,0.024590751133915404,0.0227257087620493,0.04710945233040772,0.04406438498529364,0.031477312287315685,0.031188306363962776,0.05679596064494807
Oligo:RUNX1 -> TMEM156,0.05233812733459756,0.03812808852149542,0.03283622254533936,0.06919409913577775,0.045904096555670515,0.03337245932386156,0.02770493222424629,0.06126949733728717
Oligo:FLI1 -> BACH2,0.08832108627850149,0.07391983696415669,0.06905722417097437,0.10515364198943747,0.1436189087627642,0.11626863075217707,0.11472767014775552,0.17173966707556204
Oligo:FLI1 -> KCNK13,0.05912840995188786,0.050782076937214045,0.03818508308253976,0.07377323989389886,0.177995548855735,0.1427074818298324,0.1491005013632053,0.21008710611495107
Micro:IRF8 -> C12orf75,0.07563452449323928,0.037758911442282043,0.04996238397444886,0.10740840127811314,0.02739854901419438,0.0117392263353364,0.01655370989856172,0.04065062991143971
Oligo:ETV6 -> CD86,0.05915927949710631,0.028368705233580094,0.028698400453787395,0.0897850061505289,0.04697111273163947,0.041856098191400556,0.042186091751297145,0.05192113049193012
Astro:TCF7L1 -> IGFBP7,0.18772670216335918,0.16995439990178512,0.19267247586094435,0.19413996644535367,0.03852478144055377,0.026753399001781045,0.023970231415554558,0.051687747672439735
Oligo:ETV6 -> SRGN,0.04130784688281296,0.008964937846768474,0.01066729478309672,0.07279957745069335,0.03784302911367041,0.027331434124439988,0.03063736861559692,0.04670165685732239
Endo:KLF2 -> ATP10A,0.021545620150512427,0.021719792250461098,0.01931410680201786,0.02257429077478542,0.008697573579647603,0.0008105430856501149,0.00011086405486254048,0.016934443589038905
Oligo:ETV6 -> ALPK1,0.050696571905209806,0.02079133415722221,0.024423263840509357,0.07878584481155383,0.029419937445836517,0.02250991915427907,0.021706164270753274,0.036731833179156875
Oligo:FLI1 -> NCKAP1L,0.05352831713554166,0.036368868262052344,0.03256966319127445,0.07258736854441993,0.09839873875892194,0.08726402133554216,0.08829128508255962,0.10901982430879302
Micro:IRF8 -> WDFY4,0.031365525718941405,0.005390952817698718,0.012397988221128078,0.05383658091846943,0.030778309008828962,0.02131813720433293,0.021879347165122826,0.03995787583293009
Oligo:FLI1 -> IL13RA1,0.08207448252127313,0.06380651459896629,0.06149699200453758,0.10149721174079433,0.1018308718059478,0.08095158782485311,0.08337070685376664,0.12150059627258576
Oligo:ETV6 -> MAML3,0.0553086459647723,0.02981830895073236,0.030826848730270983,0.08029471308904294,0.03654071529662479,0.020940922465922926,0.02274019978303278,0.05124086946877173
EN_L5_6_NP:ERG -> CDH6,0.0766639160225623,0.07016355680358534,0.055946661680643016,0.09027272280301045,0.07113460074929906,0.04455834636323764,0.03906037956300868,0.10045983853547498
Oligo:IKZF1 -> TFEC,0.06237051957807534,0.05117511260805273,0.044783735200439705,0.07676161525190443,0.05497993878649198,0.046634229055450276,0.04721121958912926,0.06303715325069424
Oligo:IKZF1 -> MAF,0.04630259077586384,0.02240771019900788,0.02215511900130565,0.07032376695157094,0.04295555373459949,0.018002349394931425,0.01940342447772704,0.0672082205328698
Oligo:FLI1 -> A2M,0.10209930132544562,0.09177560278288198,0.08040582022481395,0.1181078911470433,0.13005965903866776,0.11144883066878747,0.10288554478044458,0.15295213035271954
OPC:ETS1 -> SYNE2,0.11784554490157574,0.1299113771757232,0.1099581783079227,0.11575631206132858,0.04495369983168519,0.029982646347493543,0.03404606334512407,0.05789304481706163
IN_PVALB:PRDM1 -> TAC1,0.06560359701091845,0.06772687713931655,0.05470844908197807,0.06998953091118963,0.041216323935336106,0.014640310957635376,0.009167050768971018,0.07052896700736903
Micro:IRF8 -> DOCK8,0.02449373955535569,0.004654204577915444,0.011225753620582547,0.041047500011462394,0.02692627663960764,0.01373323271962832,0.01891614605343926,0.0375278638926815
Oligo:IKZF1 -> RASGEF1C,0.10629110846568152,0.08264827271803706,0.06946706574039044,0.1365245477021493,0.11660792375548715,0.0971457856189826,0.10338970918517514,0.13294810010889543
Oligo:FLI1 -> CD84,0.0865475866973032,0.06678485666933652,0.06260637237220282,0.10839955887383673,0.14810956934396796,0.13379650934592685,0.12531861308066825,0.1666615774746383
Micro:TAL1 -> P2RY12,0.028832948713920586,0.011858480689921925,0.006730900567516446,0.04837120679912199,0.012980427369885037,0.0058619638723744144,0.002147147619374152,0.021956298993895836
Oligo:FLI1 -> ZFP36L1,0.07499076683575726,0.05907275430122471,0.047576028143155695,0.09665714244932438,0.08944903405306437,0.0775825714247021,0.07811498001985291,0.10104929238385127
Astro:TCF7L2 -> ARHGAP31,0.13684099396485613,0.0970991525687511,0.1242659740656975,0.16299942461248795,0.06208793927792273,0.02672852618851181,0.03739014115952055,0.09211654488182928
Oligo:IKZF1 -> SAMSN1,0.06051778977056207,0.05008108069434473,0.044848726938071785,0.07357067572491592,0.05467650021078002,0.0413310184178641,0.04008414806432566,0.0686454171804652
EN_L3_5_IT_3:BCL11A -> SLC8A1,0.027204854875808104,0.015173766687654536,0.011231718345927684,0.04120696723482513,0.013151912725522557,0.00013881873614841054,1.018208072343158e-05,0.026229325042609206
Micro:NFATC2 -> RIN3,0.023978552251914267,0.0024547461351117437,0.022022899574175223,0.035718281649185064,0.027086568703789518,0.005556102718028234,0.0067624921399022896,0.048013839978613804
Micro:TAL1 -> SRGAP2C,0.035400931709954946,0.011932556238653403,0.005918428575876466,0.06187637101264496,0.012846308440760536,0.0007051910221558159,0.0022923313815921414,0.02419385567964712
Oligo:ETV6 -> LY86,0.04136377980323863,0.01244266552497518,0.014398131977246686,0.06930716085536635,0.0295973290843884,0.01943255419573377,0.028328907917290803,0.03531392711226452
Oligo:IKZF1 -> ARHGAP25,0.04532748322545232,0.0315542851231749,0.02963518734336768,0.06006023021763337,0.0726261318664795,0.05957252611933463,0.05318542293661068,0.08887328920498634
Oligo:IKZF1 -> BLNK,0.03395532588951647,0.02038328136379107,0.01673625521902396,0.049350883487625445,0.04144919669798709,0.027472318195378178,0.025099444680960155,0.056612511957805034
OPC:SOX6 -> SOX5,0.03453625506543168,0.009505447363792675,0.03606017860410694,0.04628969714691358,0.01943971444921289,0.0031277775246830396,0.030014383587244866,0.022308348342461856
Oligo:ETV6 -> BLNK,0.035377353829190994,0.005313443319444326,0.006152188257823995,0.06502189186974786,0.011151393918474134,0.0035012712954039776,0.005042296367715123,0.01803100400538874
Oligo:IKZF1 -> NCK2,0.09713693058483107,0.09128247596896309,0.08381709688866149,0.10672407474084987,0.13848748939667138,0.08806481630405971,0.0998887082136784,0.18299821653447365
Oligo:ETV6 -> TNFRSF1B,0.04943804892358781,0.020051385995341692,0.0204131246262875,0.07864384253636104,0.02671141944396621,0.023101855609700503,0.020332176678397106,0.031705822743883644
Micro:IRF8 -> PALD1,0.0303534779275468,0.010928104579599805,0.015189451776789396,0.04764817767689902,0.03319287643762648,0.02325248577486829,0.021645778217264006,0.04393662087918685
Oligo:FLI1 -> ST6GAL1,0.06925302663189789,0.051097166167962775,0.051477891996870216,0.08721852418137928,0.11197944693945937,0.09867425337885358,0.09748334728482423,0.12588009354707988
Oligo:FLI1 -> ANKRD44,0.09097903112760489,0.0811640508823644,0.06558656247218633,0.10858275557793447,0.16840451674135914,0.13866765872900289,0.14637156824051956,0.1942894199979571
Oligo:ETV6 -> LPAR6,0.04000553589182462,0.01318708231983643,0.013933495555317742,0.06645078284607217,0.034631042024662544,0.028313381532624447,0.026861654868958577,0.0416745658485336
Oligo:RUNX1 -> LY86,0.0459758372908757,0.0260916112656237,0.029299978522916034,0.06425587968748156,0.0679053727241467,0.056741102880174636,0.0527787963843868,0.08105079581601272
Oligo:FLI1 -> FAM149A,0.06894211535203118,0.0564115457243549,0.049311762645231565,0.08502257651926916,0.1402304513287137,0.11234463035224292,0.1265885830067275,0.16099429597794218
Oligo:FLI1 -> CD53,0.049839646107660736,0.04145390297624611,0.03198640137307185,0.06295914004066248,0.07506650238135941,0.043948472329398816,0.06493176399919968,0.09569288659841964
Oligo:RUNX1 -> ARHGAP22,0.06648138273772793,0.047614260227803074,0.05100774712905872,0.083651761797025,0.09023165998327741,0.07470935529901591,0.077230364861391,0.10449345988635136
Oligo:RUNX1 -> ARHGAP15,0.05710631921388538,0.044019584768286345,0.04464334914228581,0.0698811714724847,0.09281103702397073,0.08158259852769724,0.08052275348754138,0.10456939804032214
Micro:IRF8 -> FGD2,0.042950710409059435,0.01709444488338212,0.016778718946566976,0.06896483890314434,0.03448271728801889,0.010491167736650441,0.02031312969767081,0.0535632858588772
Oligo:FLI1 -> DLEU7,0.07315025386974566,0.06231057946657026,0.05418333674421303,0.08805354963409968,0.10331980067962679,0.08278652248596136,0.0787052293891054,0.12589372542172025
Oligo:FLI1 -> ITGAM,0.08089929723096685,0.061543341426661874,0.05733774909857414,0.10235804919931572,0.08434145122491651,0.07416704614333697,0.07436677335197185,0.09441599270217864
Micro:NFATC2 -> WDFY4,0.032438244785804746,0.00908675711714758,0.02569715487317993,0.04748453357644574,0.02518485321340234,0.007292666142596515,0.013090782972711485,0.04017798186915074
Oligo:IKZF1 -> IL17RA,0.08080397050102717,0.05596428230082172,0.0599975221552768,0.10362703877400507,0.12995060055460642,0.11467709898586666,0.11728388693117028,0.1439207081506944
OPC:ZEB1 -> KCNIP1,0.14206271628966224,0.14028832123056748,0.1639187130857519,0.1320219154211648,0.028584626821195985,0.008899649804922813,0.016916826687636954,0.0442610153961121
Oligo:ETV6 -> ST6GAL1,0.043113334738303186,0.019033621939947735,0.020809026246412284,0.0663053453834264,0.026714336244886894,0.022507033852657572,0.01677882282952287,0.03378574414868358
Oligo:RUNX1 -> CTSB,0.05914841605309177,0.04269775771658557,0.040002163486082334,0.0769468715048496,0.15650144129928567,0.1448669899729074,0.14279093215839078,0.16917392153292216
Oligo:FLI1 -> ETV6,0.09159086923590538,0.06705041479383862,0.06992004764405488,0.11469650725286401,0.1695728462701035,0.14847638549235123,0.1629580373433601,0.18342848112235127
Oligo:FLI1 -> ETS2,0.08042874130965975,0.06130431068578043,0.054801574036647205,0.1028045402581057,0.08992495022207152,0.06968673544885846,0.06875481757376745,0.11062912393283016
Oligo:IKZF1 -> CSF3R,0.07363147191902854,0.0704908156296264,0.05644280218989723,0.08379613492829528,0.08425901556079034,0.07408338048353069,0.06954643048213881,0.09670312563874595
Micro:TAL1 -> TMEM156,0.032107889847137465,0.006883512579481258,0.008519448910565214,0.056514298949251716,0.03020272216853279,0.010391332265326358,0.01232475283134059,0.04904740178873213
Oligo:FLI1 -> IL4R,0.09088969702352842,0.07287816678595188,0.06966367078563335,0.11050847526126427,0.10123539604825624,0.07560975538886978,0.07755102795407834,0.1258904004250384
Micro:IRF8 -> TAL1,0.057956845155240466,0.032008077120698857,0.03445718363675056,0.08268105993175626,0.013306427335992977,0.0013070260121124013,0.0020410376686864837,0.02493882283158657
Oligo:IKZF1 -> CPED1,0.05773680370157459,0.04260912343655471,0.043147252351511234,0.07259541950911623,0.04867068201189829,0.031014026319115994,0.03344521230517697,0.06511174471165011
Oligo:ETV6 -> SLC11A1,0.05369840603160986,0.02041341277335051,0.02275652966216628,0.0858118408454613,0.018267336498383784,0.008900283982402942,0.007188680257609277,0.028490190876761464
PC:LEF1 -> COBLL1,0.03827294583517707,0.03295132141479169,0.03175216454603491,0.04419414868994085,0.05671672285618326,0.018229090561338118,0.018038276077368427,0.09529976239301326
Micro:IRF8 -> PIK3AP1,0.037305640822175766,0.012204694161769641,0.016982792636533656,0.0600175382451999,0.029845673258626044,0.016110621459505817,0.025059506301481158,0.039106282636758624
Oligo:IKZF1 -> ST8SIA4,0.06295349084202824,0.047433254857122645,0.04470503929043707,0.07983783461027663,0.11571455344743543,0.10225894619015362,0.1021536470641897,0.12922281026769933
Oligo:FLI1 -> RNF144B,0.08266029946630538,0.05802368893559763,0.0553371898431938,0.10864015954321507,0.10197814412841623,0.0801374162422076,0.07172633228837451,0.12802441399154138
Astro:TCF7L2 -> YAP1,0.123671885959882,0.08948484575891474,0.10356414091985922,0.15081927858037697,0.06281236114323036,0.029102721635544036,0.049688132624108275,0.0862292951566346
Oligo:FLI1 -> ITGAX,0.08005373284900655,0.049044221225954955,0.04658716360446516,0.11229177328280308,0.10773837117704185,0.08407945108252286,0.08616934939242485,0.1303523421166099
Endo:LEF1 -> ADGRF5,0.03678775575087609,0.03870390660716249,0.033117559480066144,0.0376647784581379,0.050398802532355284,0.040671389789439405,0.038660128537069224,0.061131845901456296
Oligo:FLI1 -> MSN,0.10805819863487783,0.0922579861244076,0.08262256457260414,0.12867612192124986,0.1322535633523349,0.11908274151196543,0.1149860172039459,0.1474727473467142
Oligo:FLI1 -> MYO1F,0.05143652164554206,0.034981544841919794,0.03479552557405754,0.06798450808309547,0.0785345454711756,0.046957303911710685,0.0628961046568776,0.10214238665805708
Micro:IRF8 -> SLCO2B1,0.03348184549329681,0.014947703916004803,0.01530466239878349,0.0518375078291995,0.02300897370341314,0.00649164322283555,0.004865081436787875,0.0403395850770146
Oligo:RUNX1 -> PTPRE,0.10737525727110456,0.09996476067596011,0.09658031424851357,0.11647797707997229,0.1975886357799833,0.16716559925903599,0.1673284952839246,0.22793022428848633
Oligo:ETV6 -> ADAM28,0.033596740407504946,0.0094411219451595,0.011128300045909657,0.05690876981947534,0.009874313927900776,0.004234872086992709,0.0026761665085668273,0.01629310855802182
Micro:NFATC2 -> SP100,0.034029190973920966,0.007636838417480759,0.036858177173391356,0.045810874152405895,0.027623837346689214,0.009638743710736863,0.025931945298424148,0.03746233018879799
Oligo:FLI1 -> AKAP13,0.09080755493595467,0.07161011048028346,0.07024832205227853,0.11068589360562835,0.15582009403275127,0.14332302993985407,0.13594244846524617,0.17200744886295244
